location,society,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Avalahalli,Sohea A,2300.0,120.0,3,3,0,0,3
Prakruthi Nagar,MSvelek,1240.0,60.0,2,2,0,3,2
Surabhi Layout,VDdonel,1750.0,120.0,3,1,0,3,3
Abbigere,SLtias ,985.0,40.39,2,1,0,3,2
Tindlu,Hentye ,1500.0,87.0,2,1,0,2,3
Maruthi Sevanagar,SMikaay,950.0,44.0,2,1,0,0,2
JP Nagar,Pehtsa ,4400.0,548.5,2,1,2,3,5
Electronic City Phase II,Sryalan,1090.0,28.34,2,1,2,0,2
Kammasandra,Prony S,810.0,24.5,2,2,2,3,2
Green Garden Layout,PaisePa,1045.0,45.0,2,0,0,3,2
Hebbal,Arcia S,1337.0,82.0,2,1,2,3,2
Koramangala,TealeRo,1580.0,160.0,3,2,0,3,3
Begur Road,Dhalsh ,1500.0,54.0,2,3,0,3,3
Whitefield,Umods W,1640.0,91.0,4,2,2,3,3
Silver Springs Layout,SSarlPe,1570.0,62.0,3,2,0,3,3
Gubbalala,MauilTr,1470.0,82.0,2,2,0,3,3
7th Phase JP Nagar,Brnia G,1050.0,71.0,2,1,0,0,2
Dairy Circle,Soeurri,1855.0,225.0,3,1,2,3,3
Bannerghatta Road,SNity S,1460.0,90.0,2,1,0,3,3
Electronic City,Daives ,1094.0,42.0,2,2,0,3,2
Budigere,PrityTr,1153.0,57.0,2,2,0,3,2
Hoysalanagar,PNncysi,1325.0,57.0,3,1,0,0,3
Jakkur,Socon Z,1590.0,125.0,2,2,0,0,3
Narayana Nagar 1st Block,Krite D,1202.0,48.0,2,1,0,3,2
KSRTC Layout,Srisei ,1200.0,62.5,2,3,0,3,2
Panathur,Prcesvy,1688.0,118.0,3,1,2,3,3
Kaval Byrasandra,Soestrn,1020.0,52.0,2,1,0,0,2
Sarjapur,Coa 3t ,1185.0,47.0,2,2,0,3,2
Ramagondanahalli,ViistLa,1235.0,52.04,2,1,2,3,2
Hosakerehalli,Taonte ,3205.0,500.0,5,1,0,3,4
Kengeri Satellite Town,MB-laan,1415.0,66.0,2,3,0,3,3
EPIP Zone,BrontLa,2330.0,162.0,3,2,2,3,3
Whitefield,JahanSa,805.0,35.0,2,2,0,3,2
Whitefield,DNlleks,1155.0,59.95,2,3,0,3,2
New Gurappana Palya,Alncy R,1100.0,48.0,2,0,0,0,2
Ambedkar Colony,RMcesa ,1468.0,140.0,2,1,0,3,2
Palanahalli,RMaanSa,4300.0,550.0,5,2,0,2,4
Whitefield,Prtates,2280.0,126.0,4,2,2,3,3
Hegde Nagar,Soiniy ,1341.0,97.0,2,1,0,3,2
Electronic City Phase II,SNbay G,2225.0,98.88,4,0,2,3,4
Thanisandra,MenueNo,1185.0,43.51,2,2,0,3,2
Vadarpalya,VMianri,1750.0,85.0,3,2,0,3,3
Kudlu,GKityel,1152.0,53.5,2,1,0,3,2
Hulimavu,Jaise P,1300.0,36.0,2,3,0,3,2
Uttarahalli,Siayayo,1101.0,45.0,2,0,0,3,2
Yeshwanthpur,IBityin,667.0,36.85,1,1,0,3,1
Electronic City,GMown E,1070.0,55.0,2,1,0,3,2
Old Airport Road,Trnce A,1875.0,110.0,2,2,0,0,3
Kundalahalli,Dieldli,735.0,57.99,2,1,0,3,2
Marathahalli,PuilaMi,1215.0,67.0,2,1,0,3,2
Vishwapriya Layout,Prodsth,820.0,30.0,2,1,0,3,2
Banashankari Stage VI,Brens7 ,1160.0,59.935,2,0,2,3,2
Battarahalli,PaontWa,1779.0,89.61,3,2,0,3,3
HMT Layout,HMRWAyo,1105.0,58.0,2,2,0,0,2
Whitefield,UKkente,1650.0,60.0,3,2,0,3,3
Jalahalli,Tahtsla,1694.0,150.0,2,2,0,3,2
Hosakerehalli,Taonte ,2376.0,203.0,3,1,0,3,3
Kammasandra,Icingpy,674.0,33.0,2,1,0,3,2
Kaggadasapura,SLireap,1185.0,41.0,2,1,0,3,2
 Thanisandra,Bhmesy ,445.0,28.0,1,0,0,3,1
Mylasandra,VaitySe,900.0,76.0,7,0,0,0,6
Gottigere,Sklls C,1618.0,82.5,3,3,0,3,3
Koramangala,Vaanda ,1120.0,65.0,2,0,0,3,2
Marathahalli,Sutte C,2181.0,152.0,3,2,0,3,4
Bannerghatta Road,DSnjh S,1556.0,59.13,2,1,2,3,3
Bannerghatta Road,Hiatei ,1179.0,66.02,2,1,2,3,2
Thanisandra,Bhmesy ,1296.0,83.0,2,2,0,3,2
Kaggadasapura,VSomepi,1275.0,52.0,2,2,0,0,2
Gottigere,Krryll ,1222.0,63.0,2,1,0,3,2
Electronic City,Palleon,940.0,41.0,2,1,0,3,2
Thanisandra,MenueNo,1185.0,42.6,2,2,0,3,2
Tumkur Road,Soite E,1779.0,112.0,3,2,0,3,3
Begur Road,Dhalsh ,1615.0,59.76,3,2,0,3,3
JP Nagar,Pehtsa ,4000.0,453.0,3,2,2,3,4
Haralur Road,Zostaa ,1056.0,61.0,2,1,0,3,2
Arekere,Prdowth,920.0,40.0,2,1,0,0,2
ITI Layout,BMityre,1602.0,75.0,2,0,0,3,3
Kasavanhalli,HMonymp,1717.0,99.0,3,3,0,0,3
Bhoganhalli,Rosha I,2119.0,111.0,4,3,2,3,4
Vittasandra,Prlla C,1246.0,67.3,2,1,0,3,2
Anandapura,ViensRK,1141.0,42.79,2,1,2,3,2
Chandapura,SuVue S,1025.0,27.68,2,2,2,3,2
Yelahanka New Town,KHatsFl,650.0,33.0,1,2,0,0,1
Hebbal,Prersis,1349.0,98.0,2,1,0,3,2
Narayanapura,Veodsar,1566.0,83.3,3,1,0,3,3
Sahakara Nagar,OsrdsOr,2830.0,195.0,3,3,0,3,4
Varthur,Hirio L,1091.0,34.9,2,1,0,3,2
Rachenahalli,Leino C,3670.0,300.0,4,3,0,3,4
Yeshwanthpur,Detat H,1950.0,130.0,4,0,2,3,4
Yelahanka,Shana S,1705.0,95.0,3,2,0,3,3
Kalyan nagar,Disical,1375.0,75.0,3,2,0,0,3
Kanakpura Road,PrarePa,525.0,30.0,1,1,2,3,1
Thanisandra,SLaceda,1114.0,39.0,2,1,0,3,2
7th Phase JP Nagar,Brsiaen,1450.0,100.0,2,1,0,3,3
Hebbal,Ratlet ,1000.0,45.0,2,2,0,0,2
Electronic City,Prarkun,1128.0,68.75,2,1,2,3,2
Kanakpura Road,Wiowsri,1180.0,57.0,2,2,2,3,2
Kanakpura Road,PuandHi,1339.0,75.0,2,3,0,3,2
7th Phase JP Nagar,SrncyRe,1040.0,39.52,2,1,0,3,2
Sarjapur  Road,Klark L,1691.0,113.0,3,2,0,3,3
Bisuvanahalli,Prityel,1075.0,36.0,3,2,0,3,3
Bannerghatta Road,PrarePa,1115.0,58.935,2,0,2,3,2
Mallasandra,Puestig,1665.0,86.58,3,2,0,3,3
Marathahalli,Bintsee,2489.0,94.0,3,2,0,0,3
Brookefield,Mapleer,1142.0,70.0,2,2,0,0,2
Kodbisanhalli,Diacee ,1976.0,184.0,3,1,0,3,3
Sathya Sai Layout,Prowshi,5500.0,600.0,4,1,0,2,4
Electronics City Phase 1,Shitt S,1175.0,51.47,2,2,0,3,2
Subramanyapura,DSagax ,1200.0,52.0,2,2,0,0,2
Kodichikkanahalli,Prs 2hi,995.0,41.0,2,1,0,0,2
Magadi Road,Vrenty ,884.0,41.1,2,1,0,3,2
Yeshwanthpur,IBityin,1170.0,57.0,2,2,0,0,2
KR Puram,LVniaar,1225.0,46.55,2,1,0,3,2
Electronic City,Prarkun,1342.0,73.3,2,1,2,3,2
Kodigehaali,Shyas S,1320.0,65.0,3,0,0,0,3
Raja Rajeshwari Nagar,GrrvaGr,1140.0,49.39,2,1,0,3,2
Battarahalli,Sancy L,1300.0,50.0,2,1,0,3,2
Thigalarapalya,Prtanha,2072.0,142.0,4,2,0,3,3
Electronic City,GMown E,1360.0,71.0,2,1,0,3,3
Hosur Road,Sueneu ,1145.0,60.0,2,2,0,3,3
Uttarahalli,Laihai ,1540.0,40.0,2,0,0,0,3
Sarjapur  Road,Adeatlm,1278.0,95.0,2,2,0,3,2
Electronic City Phase II,SNbay G,630.0,40.0,1,1,2,3,1
Kanakpura Road,PrarePa,1100.0,58.0,3,2,2,3,3
Bendiganahalli,Brersld,1200.0,95.0,3,0,0,2,3
Chandapura,SuVue S,520.0,15.135,1,0,2,3,1
Chandapura,SunceEs,1015.0,25.88,2,2,2,3,2
Ferrar Nagar,Leton A,1180.0,69.0,2,1,0,3,2
Whitefield,Sonviik,1116.0,51.91,2,3,0,3,2
7th Phase JP Nagar,SrncyRe,1070.0,42.79,2,1,0,3,2
Varthur,Uptusol,1385.0,80.0,2,3,2,3,2
Magadi Road,Vrenty ,1005.0,55.78,2,1,2,3,2
Green Glen Layout,Soinequ,1575.0,125.0,3,2,0,3,3
Subramanyapura,Mayne A,975.0,65.0,2,1,0,3,2
Hennur Road,SaireSa,1904.0,120.0,3,2,0,3,3
Kanakpura Road,PrarePa,525.0,26.0,1,1,2,3,1
Electronic City Phase II,Daosts ,2400.0,150.0,3,1,0,2,2
Harlur,Prncyrn,1174.0,69.0,2,1,0,3,2
Whitefield,UKe 2nz,2225.0,125.0,2,1,0,3,3
M.G Road,SontsAp,1250.0,200.0,2,0,0,3,2
Jigani,DLhtsan,918.0,52.0,2,2,0,3,2
Sarjapur  Road,Maantr ,1800.0,110.0,3,3,0,3,3
Marathahalli,Foodasa,1170.0,53.0,2,3,0,0,2
Jakkur,BrdgeNo,1710.0,107.0,3,2,0,3,3
Kambipura,Prrtht ,1082.0,57.5,2,1,0,3,3
Horamavu Banaswadi,Asorai ,1554.0,55.0,3,2,0,3,3
Thanisandra,Omter A,1000.0,43.415,2,0,2,3,2
Hosa Road,Skume R,1045.0,98.89,2,1,2,3,2
Ambedkar Nagar,SoechHa,1935.0,130.0,4,2,0,3,3
Lakshminarayana Pura,RothaVa,1680.0,150.0,3,2,0,3,3
Hebbal,Raard B,2470.0,247.0,5,2,2,3,4
1st Phase JP Nagar,Prhtsok,2825.0,250.0,4,3,0,3,4
Hosakerehalli,Taonte ,2480.0,330.0,3,1,0,3,3
Kasavanhalli,Ocrda M,1799.0,90.0,3,3,0,0,3
Whitefield,PrOakSi,3606.0,304.0,3,3,0,3,4
Attibele,Jae 2hu,400.0,11.0,1,1,0,0,1
Kundalahalli,Dieldli,1047.0,82.0,2,1,2,0,2
Kaverappa Layout,Kesomrn,1282.0,87.0,2,2,0,3,2
Whitefield,UKe 2nz,1495.0,79.5,2,1,0,3,2
Kasavanhalli,Vaidsi ,3260.0,240.0,4,1,0,0,4
Koramangala,K ncy R,3500.0,425.0,5,2,0,3,4
Sahakara Nagar,EsniaGa,1500.0,95.0,2,2,0,3,3
Yelahanka,Aaire S,3206.0,270.0,5,2,0,2,4
Uttarahalli,Laihai ,1540.0,50.0,3,0,0,3,3
Hosa Road,Pamesy ,1639.0,80.0,3,1,2,3,3
Raja Rajeshwari Nagar,GrrvaGr,1303.0,55.79,2,2,0,3,2
Koramangala,K ncy R,1005.0,110.0,1,1,0,3,2
Kammasandra,Puitea ,650.0,18.41,1,0,0,3,1
Chandapura,SunceEs,1305.0,33.28,3,1,2,3,3
Brookefield,Saowson,1440.0,68.0,2,3,0,3,3
Rajaji Nagar,Brway G,1725.0,200.0,3,3,0,3,3
Varthur,Myple M,1535.0,65.99,3,2,2,3,3
Haralur Road,NRowse ,1464.0,56.0,3,2,0,3,3
Devarabisanahalli,Spdoren,1350.0,80.0,2,3,0,3,2
Giri Nagar,Spanda ,650.0,42.0,2,0,0,0,2
Electronics City Phase 1,Shelash,950.0,31.0,2,3,0,0,2
7th Phase JP Nagar,Vasta C,1190.0,49.98,2,1,0,3,2
Hennur Road,SaireSa,1891.0,109.0,3,1,0,3,3
Hosa Road,Mahesr ,1161.0,55.15,2,1,2,3,2
Sarjapur,DSousyl,633.0,17.535,1,0,0,3,1
Yeshwanthpur,IBityin,665.0,36.85,1,1,0,3,1
Hoodi,Goeur G,1425.0,80.0,2,2,0,0,2
Somasundara Palya,Abeesmi,1255.0,67.0,2,2,0,0,2
Hegde Nagar,SoisoCa,2112.95,145.0,4,2,0,3,3
Haralur Road,SNnia E,1810.0,100.0,3,2,2,3,3
Electronic City Phase II,Sryalan,1400.0,40.43,2,1,2,0,3
Vidyaranyapura,Graceik,1485.0,67.0,2,2,0,3,3
Pattandur Agrahara,Shvarji,1025.0,44.5,2,1,0,3,2
Whitefield,ArsiaEx,2268.0,163.0,3,2,0,3,4
Kanakpura Road,PrarePa,1100.0,53.0,3,2,2,3,3
Vadarpalya,VMianri,1141.0,62.0,2,0,0,3,2
Attibele,Jae 1hu,400.0,12.0,1,1,0,0,1
Kanakpura Road,Puestol,1843.0,95.84,3,2,0,3,3
Rachenahalli,Sovar S,1530.0,74.5,2,2,0,3,3
Vittasandra,Prlla C,1246.0,64.5,2,1,0,3,2
Kanakapura,GoityEt,711.0,38.0,1,1,2,3,1
Haralur Road,RInceeg,1194.0,46.0,2,2,0,3,2
Babusapalaya,ARngsd ,1358.0,43.4,2,1,0,3,3
Hoodi,Goeur G,1420.0,75.0,2,2,0,3,2
Nagappa Reddy Layout,Gruesaf,1209.0,50.0,2,1,0,3,2
Panathur,Saite G,1315.0,54.8,2,1,0,3,3
TC Palaya,RKncyha,1600.0,65.0,2,2,0,3,3
Suraksha Nagar,AritaFe,1563.0,52.0,3,2,0,3,3
Whitefield,SRidePr,1560.0,72.0,2,2,0,3,3
Brookefield,Krrbsil,2169.0,115.0,4,2,0,3,3
Iblur Village,Emine P,3235.0,235.0,3,1,0,3,3
HSR Layout,NRosete,1140.0,46.0,2,2,0,3,2
JP Nagar,Saowsri,1100.0,70.0,2,2,0,3,2
Hebbal,Arcia S,1036.0,50.0,2,1,2,3,2
Akshaya Nagar,DLhtsnd,1662.0,85.1,3,3,0,0,3
Yelachenahalli,PuontBe,1464.0,105.0,2,3,0,3,3
Yelahanka,NCowsar,1234.0,80.0,2,2,0,3,2
Sarjapur  Road,Arldsyo,1403.0,55.0,3,1,0,3,3
Hebbal,RMudeat,3900.0,410.0,4,2,0,0,4
Basava Nagar,Saarea ,1405.0,70.0,2,2,0,0,2
Haralur Road,SNnia E,2805.0,154.0,4,3,2,3,4
Yeshwanthpur,IBityin,1161.0,64.08,2,2,0,3,2
Kanakpura Road,Soena A,1290.0,74.0,2,3,2,3,2
Yeshwanthpur,IBityin,2557.0,141.0,3,2,0,3,3
2nd Block Hrbr Layout,Raaden ,1480.0,90.0,3,2,0,0,3
BTM 1st Stage,Srvasks,3300.0,500.0,14,2,0,2,9
Old Madras Road,SheldGr,1350.0,54.54,3,0,2,3,3
Kadugodi,MSingco,1580.0,65.0,2,2,0,3,3
Sarjapur  Road,PualeSk,1346.0,61.92,2,1,2,3,2
Basapura,RMncy R,1200.0,35.0,2,2,0,3,2
Channasandra,Pritehi,1340.0,48.33,2,2,0,0,3
Devanahalli,Soyleif,6136.0,560.0,4,2,0,2,4
Jigani,DLhtsan,918.0,48.0,2,2,0,3,2
Singena Agrahara,CoiewSy,1500.0,115.0,3,2,0,2,3
Yelahanka,Velas V,1315.0,85.0,2,2,0,3,2
Uttarahalli,Aklia R,1330.0,56.0,2,1,0,3,3
Jalahalli,BrardCo,3100.0,265.0,4,1,0,0,5
Mango Garden Layout,Ceral C,1824.0,125.0,3,3,2,3,3
7th Phase JP Nagar,Brnia G,1420.0,96.0,2,2,0,3,3
Jalahalli East,ShshaSa,1260.0,60.0,2,1,0,3,3
Hennur Road,Orens G,1561.0,95.0,3,2,2,3,3
Haralur Road,SNnia E,1225.0,67.38,2,1,2,3,2
Thanisandra,Soitya ,2144.0,135.0,3,2,0,3,3
Electronic City,Itelaa ,880.0,29.0,2,2,0,3,2
Hoodi,GoAirej,1639.0,110.0,3,2,2,3,3
Thanisandra,Pronyt ,1240.0,62.0,2,1,0,0,3
Haralur Road,RInceeg,1243.0,46.0,2,1,0,3,2
Marathahalli,Aiitya ,1575.0,78.0,3,1,0,3,3
Kambipura,Prrtht ,1082.0,56.0,2,1,0,3,3
Kanakpura Road,Puestol,1665.0,86.58,3,2,0,3,3
Electronic City,GoontLa,1265.0,56.93,2,0,2,3,2
Electronic City,KonteiT,1691.0,102.0,2,2,2,3,3
Thanisandra,SLaceda,1100.0,38.0,2,1,0,3,2
Hosakerehalli,Taonte ,3205.0,380.0,5,1,0,0,4
Choodasandra,GRhtiru,1115.0,50.0,2,2,0,3,2
Mysore Road,Brama P,1070.0,45.0,2,1,0,3,2
Indira Nagar,Aentsbe,1128.0,105.0,2,2,0,3,2
Budigere,PrityTr,1162.0,57.0,2,1,0,3,2
Sai Gardens,Alivae ,1339.0,55.0,2,2,0,3,2
Mahadevpura,Neagar ,1192.0,75.0,2,2,0,3,2
Haralur Road,DSimaUl,1920.0,115.0,3,1,0,3,3
Hennur,Shateor,1255.0,52.32,2,1,0,3,2
Rajaji Nagar,ProdsWe,1357.0,115.0,2,1,2,3,2
Hanumanth Nagar,Saersel,1225.0,55.11,2,2,0,3,2
Whitefield,Saark H,2400.0,200.0,4,3,0,2,4
Thanisandra,Bhmesy ,1093.0,70.0,2,2,0,3,2
Basaveshwara Nagar,Suncy R,1865.0,145.0,3,3,0,0,3
Kaikondrahalli,Srsica ,1039.0,80.0,2,2,0,3,2
Vittasandra,Prlla C,1246.0,64.5,2,1,0,3,2
Whitefield,Suent V,1985.0,75.0,3,2,0,3,3
Hosakerehalli,APncyla,1590.0,49.0,3,3,0,3,3
Hunasamaranahalli,EmardBo,4000.0,675.0,4,2,0,2,4
Electronic City Phase II,Assha A,775.0,38.0,2,2,0,3,2
RWF West Colony,PancyRe,1000.0,50.0,2,1,0,3,2
Hebbal Kempapura,Goateds,1800.0,175.0,3,2,0,3,3
Bommasandra,SSestth,1035.0,41.0,2,1,2,3,2
Dasarahalli,Syonyph,1520.0,75.0,2,1,0,3,3
Whitefield,BrlisCo,1360.0,95.0,2,1,0,3,2
Bileshivale,FeowsMe,6000.0,400.0,5,3,0,2,4
Kodigehaali,Shyas S,1117.0,56.0,2,2,0,3,2
KR Puram,Esnamin,1200.0,120.0,4,3,0,2,4
EPIP Zone,BrontLa,1330.0,92.5,2,1,0,3,2
Marathahalli,Prionad,1937.0,160.0,3,2,0,3,3
Electronic City,Prarkun,1128.0,65.49,2,1,2,3,2
Neeladri Nagar,NatisAt,1053.0,45.0,2,1,0,3,2
Panathur,Prcesvy,1198.0,77.0,2,1,2,3,2
Marathahalli,Spows M,1152.0,56.0,2,1,2,3,2
Frazer Town,Maentr ,1625.0,75.0,2,1,0,3,2
Kundalahalli,Dieldli,1397.0,105.0,3,3,0,3,3
Yeshwanthpur,Saade E,1523.0,170.0,3,3,0,3,3
Kambipura,Prrtht ,883.0,45.0,2,1,0,3,2
Kaggalipura,Baowsig,700.0,38.0,1,0,0,3,1
Yelahanka,Neite T,1170.0,62.5,2,1,0,3,2
Kanakpura Road,Shiew T,1200.0,42.0,2,2,0,3,3
Akshaya Nagar,DLhtsnd,1897.0,120.0,3,2,0,3,3
Haralur Road,SNnia E,1875.0,110.0,3,2,2,3,3
Jaya Nagar East,Maens G,3095.0,350.0,3,3,0,3,3
Ambalipura,SJarkte,1390.0,175.0,2,1,0,3,3
Yelahanka,Un 46th,1445.0,65.255,3,0,2,3,3
Yelahanka,Prensya,697.0,45.0,1,0,2,3,1
Sarjapur  Road,Shthi S,710.0,27.0,1,1,0,0,1
Iggalur,VaoldMa,910.0,30.5,2,1,0,1,2
Sompura,Suiseit,1025.0,48.0,2,1,0,0,3
Magadi Road,Vrenty ,884.0,46.5,2,0,2,3,2
Sarjapur  Road,Adeatlm,3335.0,300.0,5,2,0,3,4
Thanisandra,SLityee,850.0,36.435,2,0,2,3,2
Varthur,DSingSt,1024.0,42.0,2,2,0,0,2
Electronic City,Suashen,1620.0,62.0,3,2,0,0,3
Whitefield,SSthamh,1254.0,40.0,2,2,0,3,2
Banashankari,Skave E,1300.0,75.0,2,2,0,0,3
Hosur Road,PuendWe,1510.0,105.0,2,1,2,3,3
Kaggalipura,Baowsig,950.0,65.0,2,1,0,3,2
Battarahalli,PaontWa,1945.0,97.42,3,2,0,3,3
Uttarahalli,Shierhi,1008.0,45.0,2,3,0,3,2
Thanisandra,Bhmesy ,1265.0,79.0,2,1,0,3,3
Hebbal,Magiaya,1255.0,77.68,2,1,2,3,3
Kanakpura Road,PrityFa,2689.0,220.0,6,2,2,0,4
Sarjapur  Road,Daivon ,1403.0,51.63,3,3,2,3,3
Kudlu Gate,Srier P,1535.0,85.0,3,2,0,3,3
Chamrajpet,SihtsHe,1475.0,120.0,2,2,0,3,3
VGP Layout,AbnceEs,1133.0,55.0,2,2,0,3,2
Whitefield,Prtates,1697.0,94.79,3,2,2,3,3
Vasanth nagar,Siace P,1560.0,188.0,3,1,0,3,3
Hennur Road,Koagati,1192.0,60.0,2,1,2,3,3
Kasavanhalli,Salisal,1349.0,78.0,2,2,0,3,2
7th Phase JP Nagar,Eladero,1680.0,120.0,3,2,0,3,3
Kalyan nagar,SLnorMa,820.0,39.0,2,0,0,0,2
Whitefield,Skensk ,5000.0,400.0,4,3,0,2,4
Kalkere,Sothin ,856.0,40.0,2,3,0,3,2
Rajaji Nagar,Puwerun,1621.0,130.0,4,0,2,3,3
Bannerghatta Road,TGjraVa,1484.0,52.5,3,2,0,3,3
Siddapura,Apavea ,14000.0,800.0,3,2,0,2,4
Yelahanka New Town,KHatsFl,500.0,20.0,1,1,0,3,1
Electronic City,Itelaa ,550.0,16.0,1,1,0,0,2
RWF West Colony,PancyRe,1384.0,62.28,3,2,0,0,3
Uttarahalli,Sungsha,1150.0,49.0,2,1,0,0,2
Kaggadasapura,Adsia F,2150.0,100.0,4,1,0,0,4
Malleshwaram,Maens G,2006.0,297.0,3,1,0,0,3
Maragondanahalli,ArnzaFi,1508.0,70.25,3,2,0,0,3
Ramamurthy Nagar,Foghaa ,1040.0,50.0,2,2,0,0,2
TC Palaya,Lancy R,1240.0,60.0,2,1,0,2,2
Kudlu Gate,Srier P,1535.0,78.0,3,1,0,3,3
Lakshminarayana Pura,RothaVa,1180.0,75.0,2,2,0,0,2
Bannerghatta Road,SNity S,1400.0,78.0,2,2,0,3,2
Whitefield,Pronege,4800.0,525.0,4,3,0,2,4
Sarjapur  Road,Puallhi,1984.0,146.0,4,1,0,3,3
Whitefield,VDe 1Du,3000.0,250.0,5,3,0,2,4
Garudachar Palya,BrlisMe,1960.0,160.0,3,3,0,3,3
Sarjapur  Road,Shthi S,1035.0,45.0,2,1,0,3,2
Whitefield,Mithmn ,1700.0,115.0,3,2,0,0,3
Hosakerehalli,Taonte ,3024.0,248.0,5,1,0,3,4
Tumkur Road,Sapus S,1586.0,100.0,3,1,2,3,3
Hennur,Asoilul,2264.0,155.0,3,1,2,0,3
Chikka Tirupathi,Theanmp,2325.0,120.0,4,1,0,2,4
Yelahanka,Rarthne,1120.0,55.0,2,2,0,3,2
Yelahanka,Shalkri,1440.0,67.98,2,2,2,3,3
Sarjapur  Road,CharkGr,1128.0,59.0,2,2,0,3,2
Jigani,DLhtsan,924.0,65.0,2,2,0,3,2
Suraksha Nagar,AritaFe,1600.0,52.0,3,2,0,3,3
Amruthahalli,Srncy R,1200.0,55.0,2,2,0,3,2
Kannamangala,VBownre,957.0,56.0,2,1,0,0,2
Whitefield,SSthamh,1140.0,41.0,2,2,0,3,2
Roopena Agrahara,RortsCo,1050.0,67.0,2,1,0,3,2
Whitefield,GClmsun,1190.0,57.0,2,3,0,3,2
Kanakpura Road,SoapeSu,1558.67,65.0,2,2,0,0,3
Whitefield,Iseenst,1403.0,60.81,2,2,0,3,3
Kanakpura Road,SLourle,1542.0,85.0,2,3,0,3,3
Haralur Road,IDlleri,2750.0,220.0,4,0,0,0,4
Iblur Village,Emine P,3596.0,290.0,5,1,0,3,4
Dooravani Nagar,Puceswn,1596.0,105.0,3,1,0,3,3
Channasandra,Unm 2El,1009.0,38.34,2,1,2,3,2
Hosa Road,Mahesr ,1726.0,81.99,3,2,2,3,3
Kudlu Gate,Srier P,1535.0,86.0,3,2,0,3,3
Whitefield,Adowslm,3100.0,465.0,4,2,0,2,4
Binny Pete,Shestlo,665.0,50.75,1,0,2,3,1
Kalkere,Sothin ,925.0,48.0,2,2,0,0,2
Old Airport Road,Jaades ,3356.0,251.0,4,2,2,3,4
Gollahalli,ArzzaRe,1395.0,63.59,2,1,0,3,2
Sonnenahalli,DSgam S,1415.0,55.0,2,1,0,3,3
Begur,Arera V,1419.0,59.0,2,2,0,3,3
Kasavanhalli,Brersge,1121.0,78.0,2,2,2,3,2
KR Puram,MCnexva,1100.0,47.0,2,1,2,3,2
Hoodi,Keers S,1606.0,89.55,3,3,0,3,3
D Souza Layout,Niateki,4634.0,1015.0,4,3,0,3,3
Old Airport Road,Vadel C,1206.0,75.0,2,3,0,3,2
Sarjapur  Road,HIideSu,1495.0,64.0,2,0,0,0,3
Electronic City,Itelaa ,710.0,16.0,2,2,0,3,2
Nagarbhavi,DSesthr,1523.0,53.4,2,2,0,3,3
Whitefield,Krine C,1232.0,45.0,2,2,0,3,2
Rachenahalli,AsNowre,680.0,44.0,1,1,2,3,1
Hebbal,Magiaya,1355.0,83.87,3,1,2,3,3
Thanisandra,MenueNo,1430.0,51.46,2,2,0,3,3
Electronic City,GMown E,1070.0,56.1,2,1,0,3,2
Marathahalli,SatatHa,1610.0,90.0,3,1,0,3,3
Haralur Road,RInceeg,1140.0,43.0,2,2,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1143.0,38.65,2,2,0,3,2
Jakkur,SoineC ,3467.86,249.0,6,3,2,3,4
Rachenahalli,Sovar S,1530.0,74.4,2,2,0,3,3
7th Phase JP Nagar,Brnia G,980.0,69.0,2,2,0,3,2
Whitefield,ChodsGr,1485.0,65.0,3,2,0,3,3
Whitefield,WoarkEm,1500.0,130.0,3,1,2,2,3
Whitefield,Umods W,1280.0,75.0,2,1,2,3,2
Thanisandra,Bhmesy ,1265.0,85.0,2,2,0,3,2
Ashwath Nagar,SJcerpe,1262.0,63.0,2,2,0,3,2
JP Nagar,Maentor,940.0,49.0,2,1,0,3,2
Jigani,DLhtsan,1300.0,150.0,3,3,0,3,3
Electronic City,Itvir M,890.0,45.0,2,2,0,0,2
Hennur Road,SaireSa,2060.0,149.0,3,1,0,3,3
Bommanahalli,SNeur G,1730.0,96.0,3,1,0,3,3
Yelahanka,Leilo E,2195.0,127.0,4,2,0,0,3
Panathur,Caiya D,1085.0,36.0,2,1,2,3,2
Hoodi,GoAirej,1639.0,98.32,3,1,2,3,3
Vijayanagar,Saityat,1739.0,116.0,3,1,2,3,3
Palanahalli,RMaanSa,4346.0,500.0,5,1,0,0,4
Old Madras Road,Shmes O,935.0,32.72,2,1,2,3,2
 Thanisandra,Bhe 2ko,510.0,25.25,1,1,2,3,1
Nagondanahalli,PrestSe,1178.0,47.0,2,3,0,3,2
Chikkalasandra,Siourpl,1375.0,50.0,2,1,0,0,3
Chandapura,Halms S,1065.0,33.0,2,1,0,3,3
Koramangala,Wiass G,1835.0,155.0,2,3,0,3,3
Hoodi,Caycend,2090.0,95.1,4,0,2,3,4
Lingadheeranahalli,Soiewre,1519.0,93.0,3,1,0,3,3
Dommasandra,Asene S,1267.0,56.0,3,2,0,0,3
Sanjay nagar,Camesa ,1150.0,72.2,2,3,0,3,2
Marathahalli,PrensKe,1146.0,70.0,2,1,2,3,2
Kannamangala,Marnaer,1550.0,65.0,3,3,0,0,3
Chandapura,KHityry,850.0,18.5,1,1,0,0,2
Richmond Town,Kaestid,2200.0,187.0,3,1,0,3,3
Hebbal Kempapura,GonumPl,2900.0,300.0,4,1,0,3,3
