location,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Kambipura,883.0,45.0,2,1,2,3,2
Sarjapur  Road,1195.0,70.0,2,1,2,3,2
BHEL Layout,1200.0,165.0,3,1,0,2,4
Medahalli,700.0,41.0,1,0,0,0,1
Vittasandra,1246.0,67.0,2,1,0,3,2
8th Phase JP Nagar,660.0,90.0,4,2,0,2,4
Banashankari Stage III,8500.0,145.0,4,2,0,2,4
Kashi Nagar,1600.0,80.0,4,1,0,3,4
Haralur Road,2805.0,154.0,5,3,2,3,4
Begur Road,1584.0,65.0,3,3,0,3,3
Sector 7 HSR Layout,3000.0,275.0,5,1,0,2,4
Hosur Road,1175.0,48.0,2,2,0,0,3
"Yemlur, Old Airport Road, ",1595.0,115.0,3,2,2,0,3
VHBCS Layout,1353.0,110.0,2,2,0,3,2
Electronic City,1599.0,125.0,3,2,2,3,3
Whitefield,1150.0,70.0,2,1,0,3,2
Jakkur,5230.0,465.0,6,1,2,3,4
KR Puram,1155.0,42.74,2,2,0,3,2
Ittamadu,1200.0,85.0,2,0,0,0,1
Electronic City Phase II,1000.0,25.0,2,1,2,3,2
Thanisandra,3000.0,120.0,4,1,0,3,4
Rajiv Nagar,1867.0,160.0,3,1,0,0,3
Ramagondanahalli,1251.0,47.0,2,1,2,3,2
Gattahalli,1028.0,45.5,2,1,2,3,2
Arekere,1222.0,45.0,2,2,0,3,2
Bannerghatta Road,1170.0,66.0,2,1,0,3,3
Hebbal,2400.0,245.0,4,1,0,3,3
Ramanjaneyanagar,1385.0,48.48,2,2,0,3,3
HSR Layout,1372.0,68.0,2,1,0,3,2
Magadi Road,1282.0,49.0,2,2,0,3,3
Mico Layout,5000.0,210.0,9,3,0,3,9
7th Block Jayanagar,3000.0,528.0,3,1,0,0,5
Kanakpura Road,1135.0,39.73,2,1,0,3,2
Whitefield,1768.0,101.0,3,2,2,0,3
Byatarayanapura,1325.0,90.0,2,1,0,0,3
Electronic City,1599.0,99.0,3,2,2,3,3
Whitefield,1500.0,61.95,3,1,2,2,3
2nd Phase JP Nagar,2610.0,499.0,3,0,0,2,3
Uttarahalli,1286.0,63.0,2,2,0,3,2
Kammanahalli,2845.0,140.0,5,1,0,0,5
K G Colony,1600.0,50.0,2,1,0,3,3
Hennur Road,1195.0,63.77,2,0,2,3,2
Hebbal,3450.0,260.0,5,2,0,3,3
Munnekollal,1102.0,53.67,2,2,2,3,2
Yelahanka,1350.0,54.0,2,2,0,3,2
Banashankari,1200.0,42.0,2,2,0,3,3
Hosa Road,1300.0,145.0,6,0,0,2,6
Herohalli,1800.0,80.0,1,1,0,2,2
Chikkabanavar,950.0,40.0,2,1,0,0,2
Kanakpura Road,525.0,27.25,1,1,2,3,1
Attibele,656.0,25.0,2,1,0,0,2
Marathahalli,1780.0,175.0,4,3,0,2,4
3rd Block Hrbr Layout,1056.0,80.0,2,1,0,3,2
Bannerghatta Road,595.0,33.32,1,1,2,3,1
Ittamadu,1080.0,50.0,2,2,0,0,2
7th Phase JP Nagar,2225.0,160.0,3,1,2,3,3
Bommasandra,1126.0,28.15,2,1,2,3,2
Electronics City Phase 1,1490.0,84.0,3,1,0,3,3
HRBR Layout,2000.0,300.0,4,1,0,2,4
Sarjapur  Road,1550.0,100.0,3,3,0,3,3
Ashwini layout,1160.0,55.0,2,1,0,0,2
Whitefield,4144.0,315.0,4,3,0,0,4
Sarjapur  Road,2100.0,125.0,3,2,0,3,3
Vittasandra,1404.0,69.3,2,1,0,3,2
Sarjapur  Road,2230.0,225.0,4,3,0,2,4
Marathalli bridge,1544.0,120.0,3,3,0,3,3
Banashankari Stage III,1305.0,58.7,2,1,2,3,3
Marathahalli,1230.0,80.0,2,2,0,3,2
T.C PALYA,1200.0,65.0,2,0,0,2,2
Harlur,1460.0,73.0,3,1,0,3,3
Sarjapur  Road,1200.0,34.185,3,1,2,2,2
Gottigere,967.0,45.0,2,3,0,0,2
Byatarayanapura,540.0,36.0,1,1,0,0,1
Hormavu,715.0,46.0,1,2,2,3,1
Whitefield,2500.0,313.0,3,2,0,3,3
Dooravani Nagar,1578.0,180.0,3,1,0,3,3
Mysore Road,1020.0,48.95,2,1,0,3,2
Jigani,1020.0,40.0,2,1,0,3,2
Koramangala,1253.0,102.0,2,1,0,3,2
JCR Layout,1180.0,42.0,2,2,0,3,2
Nehru Nagar,961.0,38.0,2,2,0,3,2
Kanakapura,1419.0,75.0,3,3,0,0,3
Harlur,1709.0,150.0,3,2,0,3,3
Papareddipalya,1600.0,115.0,2,0,0,2,2
Venkatapura,416.0,18.5,1,1,2,3,1
Sanjay nagar,1100.0,98.0,2,2,0,1,2
HSR Layout,1430.0,65.0,2,1,0,3,3
Sneha Colony,1260.0,45.0,2,2,0,3,2
RMV Extension,1630.0,85.0,3,2,0,0,3
Sarjapur  Road,1249.0,44.71,3,2,2,3,3
Kalena Agrahara,1450.0,85.0,2,3,0,3,3
Konanakunte,2791.0,223.0,3,1,2,3,3
Hosapalya,600.0,90.0,1,0,0,3,1
Ashwini layout,834.0,60.0,1,1,0,0,1
Doddagubbi,1125.0,70.0,4,1,0,2,3
Arekere,2060.0,140.0,3,2,0,3,3
Malleshwaram,12000.0,2200.0,7,3,2,3,7
Gottigere,891.0,25.0,2,1,0,0,2
Raja Rajeshwari Nagar,1133.0,49.07,2,1,0,3,2
Bisuvanahalli,1075.0,37.0,2,1,0,0,3
Sector 6 HSR Layout,3000.0,260.0,5,2,2,3,4
Brookefield,2440.0,425.0,5,2,0,2,4
Vidyaranyapura,1200.0,55.0,2,2,0,0,2
Thanisandra,1075.0,45.8,2,2,0,3,2
Kaggadasapura,1140.0,40.0,2,2,0,3,2
Margondanahalli,940.0,150.0,4,2,0,2,5
ITI Layout,2160.0,250.0,5,1,0,2,6
Raja Rajeshwari Nagar,1090.0,42.0,2,1,0,3,2
R.T. Nagar,1500.0,70.0,4,1,0,0,4
Whitefield,4104.0,360.0,4,2,0,3,4
Whitefield,1790.0,100.0,3,2,0,3,3
Hebbal,1920.0,134.0,3,2,2,3,3
HRBR Layout,1374.0,95.0,2,2,0,0,2
Bannerghatta Road,1445.0,95.0,3,2,0,1,3
Kanakapura,711.0,36.0,1,1,2,3,1
Tumkur Road,1500.0,95.0,3,3,0,3,3
Whitefield,1720.0,100.0,3,3,0,3,3
Vasanthapura,1400.0,60.0,3,2,0,3,3
Kundalahalli,1030.0,49.0,2,2,0,0,2
Mysore Road,1200.0,85.0,2,1,0,3,2
Hosahalli,1375.0,70.0,3,2,2,1,3
Hegde Nagar,1050.0,56.0,1,2,0,2,2
Jalahalli,2250.0,160.0,3,2,0,3,3
Bellandur,1000.0,50.0,2,2,0,3,2
Jalahalli West,469.0,25.0,1,0,0,3,1
Marathahalli,3800.0,250.0,4,3,0,3,4
Kambipura,883.0,29.0,2,1,0,3,2
GM Palaya,1820.0,86.0,2,3,0,3,3
Singasandra,1440.0,65.0,2,3,0,0,3
near Ramanashree California resort,3600.0,160.0,4,1,0,3,6
Malleshwaram,2500.0,325.0,5,2,0,0,4
Mahadevpura,1225.0,48.0,2,2,2,3,2
"6th block banashankari 3rd stage, 100 feet ORR",4000.0,660.0,3,1,0,2,3
Chikkalasandra,875.0,52.8,2,3,0,1,2
Jalahalli East,750.0,40.0,1,2,0,3,1
6th Phase JP Nagar,1180.0,80.0,2,3,0,3,2
Haralur Road,1194.0,47.0,2,2,0,3,2
Hennur Road,1500.0,62.0,2,2,0,3,3
Poornapragna Housing Society Layout,1160.0,52.2,2,2,0,3,2
Arekere,1556.5949939731809,265.0,9,2,0,0,9
Hosakerehalli,2378.0,262.0,3,1,0,3,3
Sarjapur,1128.0,60.0,2,1,0,3,2
Hebbal,1500.0,150.0,3,1,0,3,3
Huskur,1220.0,35.23,2,1,2,0,3
Sarjapur  Road,1210.0,58.0,2,2,0,3,2
Kanakpura Road,1100.0,58.0,2,1,2,3,3
Bommasandra,1200.0,46.0,3,2,0,3,3
Haralur Road,3385.0,260.0,5,2,2,0,4
Nagondanahalli,1641.0,66.0,3,2,0,3,3
Horamavu Agara,1200.0,45.0,2,1,0,3,2
Raja Rajeshwari Nagar,1260.0,67.39,2,1,0,3,2
Mahadevpura,1720.0,78.0,3,3,0,3,3
Yelahanka,1120.0,48.13,2,0,0,3,2
Yelahanka,1210.0,45.98,2,1,0,3,2
Indira Nagar,2200.0,200.0,4,2,0,0,4
Bisuvanahalli,1075.0,45.0,2,1,0,3,3
Thanisandra,1702.0,130.0,3,2,0,0,3
Shanthala Nagar,1630.0,200.0,2,2,0,3,2
Raja Rajeshwari Nagar,1141.0,38.55,2,2,0,3,2
Shantiniketan Layout,2072.0,108.0,3,2,2,3,3
JP Nagar,4400.0,375.0,3,2,2,3,5
Herohalli,1200.0,70.0,2,0,0,0,3
Teachers Colony,1350.0,77.0,3,0,0,3,3
Bettahalsoor,3090.0,445.0,4,0,2,0,4
Srinivasa Nagar,1180.0,78.34,2,2,2,3,3
Yelahanka,35000.0,130.0,3,3,0,0,3
Langford Town,1355.0,115.0,2,2,0,3,2
Sulthangunta,600.0,50.0,1,0,0,2,1
Hormavu,1200.0,150.0,7,0,0,2,7
Bannerghatta Road,1640.0,120.0,2,1,0,3,3
Byrathi Village,1200.0,100.0,5,0,0,2,5
Kodichikkanahalli,1190.0,57.0,2,2,0,3,3
OMBR Layout,2400.0,375.0,4,2,0,2,4
Marathahalli,1019.0,49.85,2,2,0,3,2
Ambedkar Colony,1875.0,165.0,3,2,0,3,3
Akshaya Nagar,1250.0,40.0,3,2,2,3,3
Brookefield,1200.0,140.0,3,2,0,2,3
Whitefield,1140.0,56.0,2,1,0,3,2
Lingadheeranahalli,1683.0,109.0,3,1,0,3,3
Kaggadasapura,1515.0,83.3,3,1,0,3,3
Hoodi,2118.0,111.0,4,2,2,3,4
Bannerghatta Road,1380.0,58.0,3,0,0,0,4
Varthur Road,1083.0,61.75,2,2,0,3,2
Anjappa Layout,600.0,55.0,2,1,0,2,2
Avalahalli,2300.0,120.0,3,3,0,0,3
Prakruthi Nagar,1240.0,60.0,2,2,0,3,2
Surabhi Layout,1750.0,120.0,3,1,0,3,3
Sadaramangala,1230.0,43.48,2,1,2,3,2
Anjanapura,1500.0,139.0,3,1,2,2,3
Abbigere,985.0,40.39,2,1,0,3,2
Tindlu,1500.0,87.0,2,1,0,2,3
Electronic City,1125.0,32.49,2,1,2,0,2
Maruthi Sevanagar,950.0,44.0,2,1,0,0,2
JP Nagar,4400.0,548.5,2,1,2,3,5
Kothanur,1580.0,76.0,3,3,0,3,3
B Narayanapura,1092.0,98.5,2,1,0,2,3
Electronic City Phase II,1090.0,28.34,2,1,2,0,2
Hennur Road,2264.0,159.0,3,1,2,0,3
Dommasandra,1033.0,25.53,2,2,2,3,3
Kammasandra,810.0,24.5,2,2,2,3,2
Green Garden Layout,1045.0,45.0,2,0,0,3,2
Hebbal,1337.0,82.0,2,1,2,3,2
Chandapura,1200.0,32.0,2,2,0,3,2
Koramangala,1580.0,160.0,3,2,0,3,3
Begur Road,1500.0,54.0,2,3,0,3,3
Whitefield,1640.0,91.0,4,2,2,3,3
Silver Springs Layout,1570.0,62.0,3,2,0,3,3
Gubbalala,1470.0,82.0,2,2,0,3,3
Kengeri,1160.0,40.61,2,2,0,3,2
7th Phase JP Nagar,1050.0,71.0,2,1,0,0,2
Dairy Circle,1855.0,225.0,3,1,2,3,3
Bannerghatta Road,1460.0,90.0,2,1,0,3,3
Hulimavu,1823.0,100.0,3,2,0,0,3
Electronic City,1094.0,42.0,2,2,0,3,2
Budigere,1153.0,57.0,2,2,0,3,2
Hoysalanagar,1325.0,57.0,3,1,0,0,3
Parappana Agrahara,1200.0,85.0,3,2,0,2,4
Jakkur,1590.0,125.0,2,2,0,0,3
Jeevan bima nagar,1210.0,160.0,4,2,0,2,5
Raja Rajeshwari Nagar,1200.0,220.0,4,0,0,2,4
Narayana Nagar 1st Block,1202.0,48.0,2,1,0,3,2
Haralur Road,1202.0,53.0,2,1,0,0,2
KSRTC Layout,1200.0,62.5,2,3,0,3,2
Panathur,1688.0,118.0,3,1,2,3,3
Kaval Byrasandra,1020.0,52.0,2,1,0,0,2
Sarjapur,1185.0,47.0,2,2,0,3,2
Ramagondanahalli,1235.0,52.04,2,1,2,3,2
Hosakerehalli,3205.0,500.0,5,1,0,3,4
Banashankari,1077.0,37.64,2,2,0,3,2
Kengeri Satellite Town,1415.0,66.0,2,3,0,3,3
EPIP Zone,2330.0,162.0,3,2,2,3,3
Whitefield,805.0,35.0,2,2,0,3,2
P&T Colony,425.0,20.03,1,0,0,0,1
Whitefield,1155.0,59.95,2,3,0,3,2
Cunningham Road,5270.0,1250.0,4,3,0,3,4
Anekal,656.0,22.0,2,1,0,3,2
New Gurappana Palya,1100.0,48.0,2,0,0,0,2
Mahadevpura,1150.0,52.0,2,3,0,3,2
Chelekare,600.0,60.0,1,1,0,2,1
Ambedkar Colony,1468.0,140.0,2,1,0,3,2
Palanahalli,4300.0,550.0,5,2,0,2,4
Whitefield,2280.0,126.0,4,2,2,3,3
Hegde Nagar,1341.0,97.0,2,1,0,3,2
Jakkur,1279.0,77.0,2,1,0,3,2
Electronic City Phase II,2225.0,98.88,4,0,2,3,4
Thanisandra,1185.0,43.51,2,2,0,3,2
Vadarpalya,1750.0,85.0,3,2,0,3,3
Kudlu,1152.0,53.5,2,1,0,3,2
Shivanagar,1000.0,160.0,4,1,0,2,5
Hulimavu,1300.0,36.0,2,3,0,3,2
Varthur Road,2760.0,155.0,4,2,2,2,4
5th Phase JP Nagar,1070.0,39.0,2,2,2,3,2
Uttarahalli,1101.0,45.0,2,0,0,3,2
V.V Puram,775.0,55.0,2,1,0,3,2
Yeshwanthpur,667.0,36.85,1,1,0,3,1
Electronic City,1070.0,55.0,2,1,0,3,2
Old Airport Road,1875.0,110.0,2,2,0,0,3
Kundalahalli,735.0,57.99,2,1,0,3,2
Sarjapur,4360.0,90.0,4,1,0,2,5
Koramangala,1750.0,130.0,3,2,0,3,3
Marathahalli,1215.0,67.0,2,1,0,3,2
Sector 3 HSR Layout,600.0,190.0,9,3,0,2,9
Vishwapriya Layout,820.0,30.0,2,1,0,3,2
Banashankari Stage VI,1160.0,59.935,2,0,2,3,2
Battarahalli,1779.0,89.61,3,2,0,3,3
HMT Layout,1105.0,58.0,2,2,0,0,2
Basavanagara,1556.5949939731809,93.0,2,1,0,0,1
Whitefield,1650.0,60.0,3,2,0,3,3
Jalahalli,1694.0,150.0,2,2,0,3,2
Hosakerehalli,2376.0,203.0,3,1,0,3,3
Cox Town,1975.0,150.0,3,3,0,3,3
Kammasandra,674.0,33.0,2,1,0,3,2
Kaggadasapura,1185.0,41.0,2,1,0,3,2
 Thanisandra,445.0,28.0,1,0,0,3,1
Mylasandra,900.0,76.0,7,0,0,0,6
HSR Layout,1475.0,75.0,3,2,0,3,3
Gottigere,1618.0,82.5,3,3,0,3,3
Koramangala,1120.0,65.0,2,0,0,3,2
Marathahalli,2181.0,152.0,3,2,0,3,4
Vidyaranyapura,1200.0,90.0,4,0,0,2,4
Nagondanahalli,600.0,65.0,4,3,0,2,6
Bannerghatta Road,1556.0,59.13,2,1,2,3,3
Bannerghatta Road,1179.0,66.02,2,1,2,3,2
Thanisandra,1296.0,83.0,2,2,0,3,2
Kaggadasapura,1275.0,52.0,2,2,0,0,2
Kalasipalya,1875.0,300.0,2,2,0,0,7
Kathriguppe,1400.0,77.0,2,2,0,3,3
Gottigere,1222.0,63.0,2,1,0,3,2
Electronic City,940.0,41.0,2,1,0,3,2
Thanisandra,1185.0,42.6,2,2,0,3,2
Tumkur Road,1779.0,112.0,3,2,0,3,3
Begur Road,1615.0,59.76,3,2,0,3,3
JP Nagar,4000.0,453.0,3,2,2,3,4
Haralur Road,1056.0,61.0,2,1,0,3,2
7th Phase JP Nagar,1100.0,46.0,2,0,0,3,2
Arekere,920.0,40.0,2,1,0,0,2
ITI Layout,1602.0,75.0,2,0,0,3,3
Padmanabhanagar,1176.0,62.0,2,0,0,0,2
HBR Layout,675.0,59.0,3,1,0,2,4
Richmond Town,1352.0,135.0,3,0,0,3,3
Kasavanhalli,1717.0,99.0,3,3,0,0,3
4 Bedroom Farm House in Bagalur,10961.0,80.0,4,1,2,2,4
Bhoganhalli,2119.0,111.0,4,3,2,3,4
Vittasandra,1246.0,67.3,2,1,0,3,2
Anandapura,1141.0,42.79,2,1,2,3,2
Hennur Road,1157.0,84.0,2,1,0,0,2
Chandapura,1025.0,27.68,2,2,2,3,2
Yelahanka New Town,650.0,33.0,1,2,0,0,1
Hebbal,1349.0,98.0,2,1,0,3,2
Narayanapura,1566.0,83.3,3,1,0,3,3
Sahakara Nagar,2830.0,195.0,3,3,0,3,4
Electronic City,1320.0,38.13,2,1,2,0,3
manyata park,1780.0,84.83,3,1,2,3,3
Varthur,1091.0,34.9,2,1,0,3,2
Rachenahalli,3670.0,300.0,4,3,0,3,4
7th Phase JP Nagar,918.0,50.49,2,1,0,0,2
Yeshwanthpur,1950.0,130.0,4,0,2,3,4
Panathur,1695.0,90.0,3,1,0,3,3
Yelahanka,1705.0,95.0,3,2,0,3,3
Kalyan nagar,1375.0,75.0,3,2,0,0,3
Kanakpura Road,525.0,30.0,1,1,2,3,1
Whitefield,1447.0,83.0,2,1,2,0,2
Thanisandra,1114.0,39.0,2,1,0,3,2
7th Phase JP Nagar,1450.0,100.0,2,1,0,3,3
Belathur,460.0,15.0,1,0,0,3,2
Vasanthapura,1022.0,40.0,2,2,0,0,2
Hebbal,1000.0,45.0,2,2,0,0,2
Electronic City,1128.0,68.75,2,1,2,3,2
Kanakpura Road,1180.0,57.0,2,2,2,3,2
TC Palaya,1000.0,69.0,6,1,0,0,6
Nagarbhavi,1200.0,150.0,2,1,0,2,2
Sadashiva Nagar,3761.0,660.0,3,2,0,3,3
Kanakpura Road,1339.0,75.0,2,3,0,3,2
Yelachenahalli,1400.0,55.0,2,3,0,3,3
7th Phase JP Nagar,1040.0,39.52,2,1,0,3,2
Kadugodi,1198.0,58.0,2,2,0,3,2
Shirdi Sai Layout,1200.0,95.0,3,2,0,2,4
Sarjapur  Road,1691.0,113.0,3,2,0,3,3
Bisuvanahalli,1075.0,36.0,3,2,0,3,3
1st Block Jayanagar,1630.0,194.0,3,2,2,3,3
8th Phase JP Nagar,1240.0,43.5,3,2,2,3,3
Bannerghatta Road,1115.0,58.935,2,0,2,3,2
Mallasandra,1665.0,86.58,3,2,0,3,3
Marathahalli,2489.0,94.0,3,2,0,0,3
Brookefield,1142.0,70.0,2,2,0,0,2
Kodbisanhalli,1976.0,184.0,3,1,0,3,3
Sathya Sai Layout,5500.0,600.0,4,1,0,2,4
Kothannur,1853.0,82.0,3,2,0,3,3
Vijayanagar,600.0,72.0,4,1,0,2,8
Kasturi Nagar,1567.0,92.0,2,2,0,3,2
Talaghattapura,1090.0,27.24,2,1,0,3,2
Raja Rajeshwari Nagar,1200.0,125.0,4,2,0,2,6
Indiranagar HAL 2nd Stage,2400.0,640.0,4,1,0,2,4
Electronics City Phase 1,1175.0,51.47,2,2,0,3,2
Subramanyapura,1200.0,52.0,2,2,0,0,2
Kodichikkanahalli,995.0,41.0,2,1,0,0,2
Magadi Road,884.0,41.1,2,1,0,3,2
Vishwanatha Nagenahalli,900.0,80.0,3,2,0,2,5
Yeshwanthpur,1170.0,57.0,2,2,0,0,2
KR Puram,1225.0,46.55,2,1,0,3,2
Electronic City,1342.0,73.3,2,1,2,3,2
Uttarahalli,1345.0,67.0,2,1,2,0,2
Kodigehaali,1320.0,65.0,3,0,0,0,3
Singapura Village,1556.5949939731809,45.0,2,0,0,3,2
Raja Rajeshwari Nagar,1140.0,49.39,2,1,0,3,2
Battarahalli,1300.0,50.0,2,1,0,3,2
Hosa Road,1652.0,85.0,3,2,0,3,3
Thigalarapalya,2072.0,142.0,4,2,0,3,3
Arekere,1740.0,95.0,2,2,0,0,3
Electronic City,1360.0,71.0,2,1,0,3,3
Hosur Road,1145.0,60.0,2,2,0,3,3
Uttarahalli,1540.0,40.0,2,0,0,0,3
Sarjapur  Road,1278.0,95.0,2,2,0,3,2
Electronic City Phase II,630.0,40.0,1,1,2,3,1
Kanakpura Road,1100.0,58.0,3,2,2,3,3
Bendiganahalli,1200.0,95.0,3,0,0,2,3
Hosakerehalli Layout,2500.0,115.0,6,2,0,0,7
Chandapura,520.0,15.135,1,0,2,3,1
Chandapura,1015.0,25.88,2,2,2,3,2
Hosur Road,3300.0,240.0,5,2,0,0,5
Basaveshwara Nagar,4500.0,415.0,5,1,0,2,5
Gunjur,1356.0,66.0,2,3,0,3,3
Hennagara,823.0,28.0,2,1,0,3,2
TC Palaya,1200.0,66.0,2,0,0,2,3
Ramamurthy Nagar,1050.0,37.0,2,0,0,0,2
Ferrar Nagar,1180.0,69.0,2,1,0,3,2
Whitefield,1116.0,51.91,2,3,0,3,2
7th Phase JP Nagar,1070.0,42.79,2,1,0,3,2
Varthur,1385.0,80.0,2,3,2,3,2
Varthur,1000.0,70.0,1,1,0,2,1
Whitefield,1897.0,130.0,3,2,2,0,3
Magadi Road,1005.0,55.78,2,1,2,3,2
Green Glen Layout,1575.0,125.0,3,2,0,3,3
Subramanyapura,975.0,65.0,2,1,0,3,2
Hennur Road,1904.0,120.0,3,2,0,3,3
Kengeri Satellite Town,930.0,30.0,1,1,0,3,1
Kanakpura Road,525.0,26.0,1,1,2,3,1
BAGUR,686.0,17.0,1,1,0,3,1
Electronic City Phase II,2400.0,150.0,3,1,0,2,2
8th block Koramangala,1410.0,233.0,1,0,0,2,2
Sarjapur  Road,2238.0,140.0,3,1,2,0,3
Harlur,1174.0,69.0,2,1,0,3,2
Thubarahalli,3800.0,239.0,4,3,0,0,4
Whitefield,2225.0,125.0,2,1,0,3,3
M.G Road,1250.0,200.0,2,0,0,3,2
Jigani,918.0,52.0,2,2,0,3,2
Mahadevpura,1250.0,52.0,2,3,0,3,2
Sarjapur  Road,1800.0,110.0,3,3,0,3,3
Marathahalli,1170.0,53.0,2,3,0,0,2
Byatarayanapura,1300.0,200.0,1,0,0,3,1
Bannerghatta Road,793.0,45.0,2,1,0,0,2
Jakkur,1710.0,107.0,3,2,0,3,3
Kambipura,1082.0,57.5,2,1,0,3,3
Naganathapura,1001.0,33.03,2,2,2,3,2
Srinivasa Nagar,1500.0,180.0,4,2,0,0,4
Yelahanka,1590.0,54.0,2,1,0,3,3
Basavanagara,2400.0,80.0,2,0,0,3,3
Horamavu Banaswadi,1554.0,55.0,3,2,0,3,3
Thanisandra,1000.0,43.415,2,0,2,3,2
Bellandur,4239.0,423.0,5,2,0,3,5
Konanakunte,884.0,58.0,1,0,0,0,2
Hosa Road,1045.0,98.89,2,1,2,3,2
Marathahalli,1019.0,49.86,2,2,0,3,2
Ambedkar Nagar,1935.0,130.0,4,2,0,3,3
Uttarahalli,1135.0,39.73,2,2,0,3,3
Lakshminarayana Pura,1680.0,150.0,3,2,0,3,3
Hebbal,2470.0,247.0,5,2,2,3,4
1st Phase JP Nagar,2825.0,250.0,4,3,0,3,4
Hosakerehalli,2480.0,330.0,3,1,0,3,3
5th Phase JP Nagar,1260.0,290.0,11,1,0,2,9
Ramamurthy Nagar,1800.0,187.0,4,3,0,2,5
Kasavanhalli,1799.0,90.0,3,3,0,0,3
Whitefield,3606.0,304.0,3,3,0,3,4
Attibele,400.0,11.0,1,1,0,0,1
Kundalahalli,1047.0,82.0,2,1,2,0,2
Kaverappa Layout,1282.0,87.0,2,2,0,3,2
NGR Layout,1020.0,45.9,2,1,0,3,2
Kammanahalli,1080.0,155.0,3,1,0,2,4
Whitefield,1495.0,79.5,2,1,0,3,2
Kasavanhalli,3260.0,240.0,4,1,0,0,4
Divya Unnathi Layout,1611.0,64.44,2,2,2,3,3
Koramangala,3500.0,425.0,5,2,0,3,4
Vasantha Vallabha Nagar,1500.0,95.0,2,2,0,0,3
Sahakara Nagar,1500.0,95.0,2,2,0,3,3
Yelahanka,3206.0,270.0,5,2,0,2,4
Uttarahalli,1540.0,50.0,3,0,0,3,3
Hosa Road,1639.0,80.0,3,1,2,3,3
Marathahalli,700.0,72.0,4,1,0,2,4
Raja Rajeshwari Nagar,1303.0,55.79,2,2,0,3,2
Koramangala,1005.0,110.0,1,1,0,3,2
Kammasandra,650.0,18.41,1,0,0,3,1
Chandapura,1305.0,33.28,3,1,2,3,3
Kothannur,600.0,95.0,4,0,0,2,3
sapthagiri Layout,1300.0,115.0,1,1,0,3,2
Brookefield,1440.0,68.0,2,3,0,3,3
Seegehalli,901.0,35.14,2,1,2,3,2
Rajaji Nagar,1725.0,200.0,3,3,0,3,3
Sarjapur,900.0,42.0,2,1,0,0,3
BEML Layout,1060.0,55.0,2,1,0,3,2
NGR Layout,1020.0,48.45,2,1,0,3,2
Varthur,1535.0,65.99,3,2,2,3,3
Alur,530.0,20.0,1,1,0,0,1
Haralur Road,1464.0,56.0,3,2,0,3,3
Devarabisanahalli,1350.0,80.0,2,3,0,3,2
Sarjapur  Road,1115.0,50.0,2,2,0,3,2
Uttarahalli,1175.0,47.0,2,2,0,3,2
Whitefield,1113.0,62.0,2,1,0,0,2
Uttarahalli,1200.0,225.0,4,2,0,2,6
Ramamurthy Nagar,1640.0,240.0,4,3,0,2,5
Giri Nagar,650.0,42.0,2,0,0,0,2
Marathahalli,1325.0,71.55,2,2,0,3,2
Electronics City Phase 1,950.0,31.0,2,3,0,0,2
Jakkur,1396.0,86.51,2,1,2,3,3
Rachenahalli,1050.0,52.07,2,2,0,3,2
Thanisandra,1825.0,100.0,3,2,0,3,3
7th Phase JP Nagar,1190.0,49.98,2,1,0,3,2
Marathahalli,1220.0,56.5,2,1,0,3,2
NRI Layout,1565.0,75.0,2,2,0,3,3
Hennur Road,1891.0,109.0,3,1,0,3,3
Sidedahalli,900.0,27.0,2,0,0,0,2
Hosa Road,1161.0,55.15,2,1,2,3,2
Sarjapur,633.0,17.535,1,0,0,3,1
Dwarka Nagar,2400.0,125.0,6,3,0,2,8
Rajaji Nagar,315.0,90.0,4,2,0,2,4
Yeshwanthpur,665.0,36.85,1,1,0,3,1
Mysore Road,1175.0,73.5,2,1,2,3,2
Hoodi,1425.0,80.0,2,2,0,0,2
Chikkabanavar,1200.0,20.0,1,0,0,2,1
ITPL,1200.0,56.12,3,1,2,2,3
Somasundara Palya,1255.0,67.0,2,2,0,0,2
Hegde Nagar,2112.95,145.0,4,2,0,3,3
Raja Rajeshwari Nagar,600.0,22.0,1,1,0,3,1
Haralur Road,1810.0,100.0,3,2,2,3,3
Indira Nagar,1200.0,93.0,2,2,0,3,2
Harlur,1033.0,49.0,2,2,0,3,2
ITPL,1548.0,89.5,3,2,0,3,3
Horamavu Banaswadi,1611.0,66.0,3,3,2,3,3
Electronic City Phase II,1400.0,40.43,2,1,2,0,3
Vidyaranyapura,1485.0,67.0,2,2,0,3,3
Margondanahalli,2400.0,82.0,2,1,0,0,2
Pattandur Agrahara,1025.0,44.5,2,1,0,3,2
Thurahalli,600.0,65.0,3,2,0,2,4
Hallehalli,1225.0,53.0,2,2,0,3,2
5th Phase JP Nagar,1256.0,62.8,2,1,0,0,2
Whitefield,2268.0,163.0,3,2,0,3,4
Kanakpura Road,1100.0,53.0,3,2,2,3,3
Vadarpalya,1141.0,62.0,2,0,0,3,2
Attibele,400.0,12.0,1,1,0,0,1
Chandapura,1400.0,60.0,2,0,0,2,2
Kattigenahalli,4100.0,140.0,7,0,0,3,7
Marathi Layout,1556.5949939731809,110.0,1,0,2,2,1
Weavers Colony,15.0,30.0,1,0,0,1,1
Raghavendra Nagar,1175.0,48.27,2,2,0,3,2
Sahakara Nagar,1100.0,56.0,2,1,0,3,2
